Rank,Title,Release Date,Distributor,Genre,Gross,Tickets Sold,highest_grossing_year
81,Something Borrowed,5/6/2011,Warner Bros.,Romantic Comedy,39046489,4923895,2011
82,Spy Kids 4-D: All the Time in the World,8/19/2011,Weinstein/Dimension,Adventure,38536376,4859568,2011
83,Scream 4,4/15/2011,Weinstein/Dimension,Horror,38180928,4814745,2011
84,"Big Mommas: Like Father, Like Son",2/18/2011,20th Century Fox,Comedy,37915414,4781263,2011
85,Red Riding Hood,3/11/2011,Warner Bros.,Thriller/Suspense,37662162,4749327,2011
86,Paul,3/18/2011,Universal,Comedy,37412945,4717900,2011
87,The Roommate,2/4/2011,Sony Pictures,Thriller/Suspense,37300107,4703670,2011
88,Jumping the Broom,5/6/2011,Sony Pictures,Romantic Comedy,37295394,4703076,2011
89,The Change-Up,8/5/2011,Universal,Comedy,37243418,4696522,2011
90,In Time,10/28/2011,20th Century Fox,Thriller/Suspense,37076415,4675462,2011
91,30 Minutes or Less,8/12/2011,Sony Pictures,Comedy,37053924,4672625,2011
92,Colombiana,8/26/2011,Sony Pictures,Thriller/Suspense,36665854,4623689,2011
93,J. Edgar,11/9/2011,Warner Bros.,Drama,36650831,4621795,2011
94,Sucker Punch,3/25/2011,Warner Bros.,Action,36392502,4589218,2011
95,Larry Crowne,7/1/2011,Universal,Romantic Comedy,35608245,4490321,2011
96,50/50,9/30/2011,Summit Entertainment,Black Comedy,35016118,4415651,2011
97,A Very Harold & Kumar 3D Christmas,11/4/2011,Warner Bros.,Comedy,34928545,4404608,2011
98,Drive,9/16/2011,FilmDistrict,Action,34833047,4392565,2011
99,Yogi Bear,12/17/2010,Warner Bros.,Adventure,34490675,4349392,2011
100,Courageous,9/30/2011,Sony Pictures,Drama,34035920,4292045,2011
1,The Avengers,5/4/2012,Walt Disney,Action,623357910,78311295,2012
2,The Dark Knight Rises,7/20/2012,Warner Bros.,Action,448139099,56298881,2012
3,The Hunger Games,3/23/2012,Lionsgate,Thriller/Suspense,408010692,51257624,2012
4,Skyfall,11/9/2012,Sony Pictures,Action,296804366,37286980,2012
5,"The Twilight Saga: Breaking Dawn, Part 2",11/16/2012,Lionsgate,Drama,289133356,36323285,2012
6,The Hobbit: An Unexpected Journey,12/14/2012,Warner Bros.,Adventure,263834893,33145087,2012
7,The Amazing Spider-Man,7/3/2012,Sony Pictures,Adventure,262030663,32918425,2012
8,Brave,6/22/2012,Walt Disney,Adventure,237277071,29808677,2012
9,Ted,6/29/2012,Universal,Adventure,218665740,27470570,2012
10,Madagascar 3: Europe's Most Wanted,6/8/2012,Paramount Pictures,Adventure,216391482,27184859,2012
11,The Lorax,3/2/2012,Universal,Adventure,214030500,26888253,2012
12,Men in Black 3,5/25/2012,Sony Pictures,Adventure,179020854,22490057,2012
13,Wreck-It Ralph,11/2/2012,Walt Disney,Adventure,178501640,22424829,2012
14,Ice Age: Continental Drift,7/13/2012,20th Century Fox,Adventure,161204082,20251769,2012
15,Snow White and the Huntsman,6/1/2012,Universal,Adventure,155136755,19489542,2012
16,Hotel Transylvania,9/28/2012,Sony Pictures,Adventure,146172361,18363361,2012
17,Lincoln,11/9/2012,Walt Disney,Drama,144089046,18101638,2012
18,Taken 2,10/5/2012,20th Century Fox,Thriller/Suspense,139284764,17498085,2012
19,21 Jump Street,3/16/2012,Sony Pictures,Comedy,138447667,17392922,2012
20,Prometheus,6/8/2012,20th Century Fox,Adventure,126477084,15889080,2012
21,Safe House ,2/10/2012,Universal,Thriller/Suspense,126181630,15851963,2012
22,The Vow,2/10/2012,Sony Pictures,Drama,125014030,15705280,2012
23,Magic Mike,6/29/2012,Warner Bros.,Comedy,113721571,14286629,2012
24,The Bourne Legacy,8/10/2012,Universal,Thriller/Suspense,113203870,14221591,2012
25,Argo,10/12/2012,Warner Bros.,Thriller/Suspense,110106919,13832527,2012
26,Django Unchained,12/25/2012,Weinstein Co.,Western,106280122,13351774,2012
27,Journey 2: The Mysterious Island,2/10/2012,Warner Bros.,Adventure,103860290,13047775,2012
28,Les Misérables,12/25/2012,Universal,Musical,103503040,13002894,2012
29,Rise of the Guardians,11/21/2012,Paramount Pictures,Adventure,97227667,12214531,2012
30,Flight,11/2/2012,Paramount Pictures,Drama,92488366,11619141,2012
31,Think Like a Man,4/20/2012,Sony Pictures,Romantic Comedy,91547205,11500905,2012
32,Life of Pi,11/21/2012,20th Century Fox,Drama,91039488,11437121,2012
33,The Campaign,8/10/2012,Warner Bros.,Comedy,86907746,10918058,2012
34,The Expendables 2,8/17/2012,Lionsgate,Action,85028192,10681933,2012
35,Wrath of the Titans,3/30/2012,Warner Bros.,Adventure,83670083,10511316,2012
36,Dark Shadows,5/11/2012,Warner Bros.,Black Comedy,79727149,10015973,2012
37,John Carter ,3/9/2012,Walt Disney,Adventure,73058679,9178226,2012
38,Act of Valor,2/24/2012,Relativity,Action,70012847,8795583,2012
39,Mission: Impossible - Ghost Protocol,12/21/2011,Paramount Pictures,Action,68211257,8569253,2012
40,Contraband,1/13/2012,Universal,Action,66528000,8357788,2012
41,Looper,9/28/2012,Sony Pictures,Action,66486205,8352538,2012
42,Madea's Witness Protection,6/29/2012,Lionsgate,Comedy,65653242,8247894,2012
43,Battleship,5/18/2012,Universal,Action,65233400,8195150,2012
44,Mirror Mirror,3/30/2012,Relativity,Adventure,64935167,8157684,2012
45,Jack Reacher,12/21/2012,Paramount Pictures,Drama,64697214,8127790,2012
46,Pitch Perfect,10/5/2012,Universal,Comedy,64655858,8122595,2012
47,Chronicle,2/3/2012,20th Century Fox,Thriller/Suspense,64575175,8112459,2012
48,Hope Springs,8/8/2012,Sony Pictures,Romantic Comedy,63536011,7981910,2012
49,Underworld: Awakening,1/20/2012,Sony Pictures,Action,62321039,7829276,2012
50,The Lucky One,4/20/2012,Warner Bros.,Drama,60457138,7595117,2012
51,The Dictator,5/16/2012,Paramount Pictures,Comedy,59650222,7493746,2012
52,Total Recall,8/3/2012,Sony Pictures,Action,58877969,7396729,2012
53,Titanic,12/19/1997,Paramount Pictures,Thriller/Suspense,57885250,7272016,2012
54,American Reunion,4/6/2012,Universal,Comedy,56758835,7130506,2012
55,ParaNorman,8/17/2012,Focus Features,Adventure,56003051,7035559,2012
56,This Means War,2/17/2012,20th Century Fox,Romantic Comedy,54760791,6879496,2012
57,Project X,3/2/2012,Warner Bros.,Comedy,54731865,6875862,2012
58,The Woman in Black,2/3/2012,CBS Films,Thriller/Suspense,54333290,6825790,2012
59,This is 40,12/21/2012,Universal,Comedy,54255195,6815979,2012
60,Paranormal Activity 4,10/19/2012,Paramount Pictures,Horror,53900335,6771398,2012
61,The Devil Inside,1/6/2012,Paramount Pictures,Horror,53262945,6691324,2012
62,Parental Guidance,12/25/2012,20th Century Fox,Adventure,52339698,6575338,2012
63,The Odd Life of Timothy Green,8/15/2012,Walt Disney,Drama,51844311,6513104,2012
64,Ghost Rider: Spirit of Vengeance,2/17/2012,Sony Pictures,Action,51774002,6504271,2012
65,The Grey,1/27/2012,Open Road,Thriller/Suspense,51580136,6479916,2012
66,Sherlock Holmes: A Game of Shadows,12/16/2011,Warner Bros.,Action,49938199,6273643,2012
67,Red Tails,1/20/2012,20th Century Fox,Action,49876377,6265876,2012
68,The Possession,8/31/2012,Lionsgate,Horror,49130588,6172184,2012
69,Diary of a Wimpy Kid: Dog Days,8/3/2012,20th Century Fox,Adventure,49008662,6156867,2012
70,Sinister,10/12/2012,Lionsgate,Horror,48086903,6041068,2012
71,Beauty and the Beast,6/21/2002,Walt Disney,Musical,47611331,5981322,2012
72,Savages,7/6/2012,Universal,Thriller/Suspense,47323100,5945113,2012
73,The Girl with the Dragon Tattoo,12/20/2011,Sony Pictures,Thriller/Suspense,46930912,5895843,2012
74,The Best Exotic Marigold Hotel,5/4/2012,Fox Searchlight,Comedy,46383639,5827090,2012
75,Moonrise Kingdom,5/25/2012,Focus Features,Drama,45512466,5717646,2012
76,The Three Stooges,4/13/2012,20th Century Fox,Adventure,44338224,5570128,2012
77,Here Comes the Boom,10/12/2012,Sony Pictures,Comedy,44101002,5540326,2012
78,Red Dawn,11/21/2012,Open Road,Action,43877043,5512191,2012
79,Star Wars: Episode I - The Phantom Menace,5/19/1999,20th Century Fox,Adventure,43456382,5459344,2012
80,Resident Evil: Retribution,9/14/2012,Sony Pictures,Action,42345531,5319790,2012
81,The Descendants,11/16/2011,Fox Searchlight,Drama,42309296,5315238,2012
82,The Cabin in the Woods,4/13/2012,Lionsgate,Thriller/Suspense,42073277,5285587,2012
83,What to Expect When You're Expecting,5/18/2012,Lionsgate,Romantic Comedy,41152203,5169874,2012
84,End of Watch,9/21/2012,Open Road,Thriller/Suspense,40891820,5137163,2012
85,Finding Nemo,5/30/2003,Walt Disney,Adventure,40795794,5125099,2012
86,The Artist,11/25/2011,Weinstein Co.,Drama,39622751,4977732,2012
87,War Horse,12/25/2011,Walt Disney,Drama,39431587,4953716,2012
88,Rock of Ages,6/15/2012,Warner Bros.,Musical,38518613,4839021,2012
89,Abraham Lincoln: Vampire Hunter,6/22/2012,20th Century Fox,Horror,37519139,4713459,2012
90,Lawless,8/29/2012,Weinstein Co.,Drama,37397291,4698152,2012
91,That's My Boy,6/15/2012,Sony Pictures,Comedy,36931089,4639584,2012
92,Trouble with the Curve,9/21/2012,Warner Bros.,Drama,35763137,4492856,2012
93,Alvin and the Chipmunks: Chipwrecked,12/16/2011,20th Century Fox,Adventure,35259275,4429557,2012
94,Step Up Revolution,7/27/2012,Lionsgate,Drama,35074677,4406366,2012
95,Tyler Perry's Good Deeds,2/24/2012,Lionsgate,Drama,35025791,4400225,2012
96,Frankenweenie,10/5/2012,Walt Disney,Adventure,34933733,4388659,2012
97,Silver Linings Playbook,11/16/2012,Weinstein Co.,Drama,34676769,4356378,2012
98,The Watch,7/27/2012,20th Century Fox,Comedy,34353000,4315703,2012
99,2016: Obama's America,7/13/2012,Rocky Mountain Pi…,Documentary,33349941,4189691,2012
100,House at the End of the Street,9/21/2012,Relativity,Horror,31611916,3971346,2012
1,Iron Man 3,5/3/2013,Walt Disney,Action,408992272,50306552,2013
2,The Hunger Games: Catching Fire,11/22/2013,Lionsgate,Adventure,407139699,50078683,2013
3,Despicable Me 2,7/3/2013,Universal,Adventure,367956735,45259130,2013
4,Frozen,11/27/2013,Walt Disney,Musical,296691729,36493447,2013
5,Man of Steel,6/14/2013,Warner Bros.,Action,291045518,35798956,2013
6,Monsters University,6/21/2013,Walt Disney,Adventure,268488329,33024394,2013
7,Gravity,10/4/2013,Warner Bros.,Thriller/Suspense,255621667,31441779,2013
8,Fast and Furious 6: The Game,5/24/2013,Universal,Action,238679850,29357915,2013
9,Oz the Great and Powerful,3/8/2013,Walt Disney,Adventure,234770996,28877121,2013
10,The Hobbit: The Desolation of Smaug,12/13/2013,Warner Bros.,Adventure,229059642,28174617,2013
11,Star Trek Into Darkness,5/16/2013,Paramount Pictures,Adventure,228778661,28140056,2013
12,Thor: The Dark World,11/8/2013,Walt Disney,Action,203449204,25024502,2013
13,World War Z,6/21/2013,Paramount Pictures,Action,202359711,24890493,2013
14,The Croods,3/22/2013,20th Century Fox,Adventure,187168425,23021946,2013
15,The Heat,6/28/2013,20th Century Fox,Comedy,159581587,19628731,2013
16,We're the Millers,8/7/2013,Warner Bros.,Comedy,150394119,18498661,2013
17,The Great Gatsby,5/10/2013,Warner Bros.,Drama,144840419,17815549,2013
18,The Conjuring,7/19/2013,Warner Bros.,Horror,137400141,16900386,2013
19,Identity Thief,2/8/2013,Universal,Comedy,134506920,16544516,2013
20,Grown Ups 2,7/12/2013,Sony Pictures,Comedy,133668525,16441392,2013
21,The Wolverine,7/26/2013,20th Century Fox,Action,132556852,16304655,2013
22,G.I. Joe: Retaliation,3/27/2013,Paramount Pictures,Action,122523060,15070487,2013
23,Now You See Me,5/31/2013,Lionsgate,Thriller/Suspense,117723989,14480195,2013
24,Cloudy with a Chance of Meatballs 2,9/27/2013,Sony Pictures,Adventure,117614237,14466695,2013
25,Lee Daniels' The Butler,8/16/2013,Weinstein Co.,Drama,116293662,14304263,2013
26,The Hangover Part III,5/23/2013,Warner Bros.,Comedy,112200072,13800746,2013
27,Anchorman 2: The Legend Continues,12/18/2013,Paramount Pictures,Comedy,108713472,13371890,2013
28,Epic,5/24/2013,20th Century Fox,Adventure,107518682,13224930,2013
29,Captain Phillips,10/11/2013,Sony Pictures,Drama,104834734,12894801,2013
30,Pacific Rim,7/12/2013,Warner Bros.,Action,101802906,12521882,2013
31,Bad Grandpa,10/25/2013,Paramount Pictures,Comedy,101625444,12500054,2013
32,This is the End,6/12/2013,Sony Pictures,Comedy,101470202,12480959,2013
33,Olympus Has Fallen,3/22/2013,FilmDistrict,Thriller/Suspense,98927592,12168215,2013
34,Silver Linings Playbook,11/16/2012,Weinstein Co.,Drama,97416189,11982311,2013
35,42,4/12/2013,Warner Bros.,Drama,95020213,11687603,2013
36,Elysium,8/9/2013,Sony Pictures,Action,93050117,11445278,2013
37,Zero Dark Thirty,12/19/2012,Sony Pictures,Drama,91314578,11231805,2013
38,Planes,8/9/2013,Walt Disney,Adventure,90282580,11104868,2013
39,The Lone Ranger,7/2/2013,Walt Disney,Western,89302115,10984269,2013
40,Oblivion,4/19/2013,Universal,Thriller/Suspense,89107235,10960299,2013
41,American Hustle,12/13/2013,Sony Pictures,Black Comedy,87923123,10814652,2013
42,Insidious Chapter 2,9/13/2013,FilmDistrict,Horror,83586447,10281235,2013
43,Turbo,7/17/2013,20th Century Fox,Adventure,83028130,10212562,2013
44,2 Guns,8/2/2013,Universal,Action,75612460,9300425,2013
45,White House Down,6/28/2013,Sony Pictures,Thriller/Suspense,73103784,8991855,2013
46,Mama,1/18/2013,Universal,Horror,71628180,8810354,2013
47,Safe Haven,2/14/2013,Relativity,Drama,71399120,8782179,2013
48,The Smurfs 2,7/31/2013,Sony Pictures,Adventure,71017784,8735274,2013
49,The Best Man Holiday,11/15/2013,Universal,Comedy,70492685,8670686,2013
50,Percy Jackson: Sea of Monsters,8/7/2013,20th Century Fox,Adventure,68518210,8427824,2013
51,A Good Day to Die Hard,2/14/2013,20th Century Fox,Action,67349198,8284034,2013
52,Warm Bodies,2/1/2013,Lionsgate,Romantic Comedy,66380662,8164903,2013
53,Jack the Giant Slayer,3/1/2013,Warner Bros.,Adventure,65187603,8018155,2013
54,The Purge,6/7/2013,Universal,Thriller/Suspense,64473115,7930272,2013
55,The Wolf of Wall Street,12/25/2013,Paramount Pictures,Black Comedy,63125467,7764510,2013
56,Last Vegas,11/1/2013,CBS Films,Comedy,63112318,7762892,2013
57,Ender's Game,11/1/2013,Lionsgate,Adventure,61656849,7583868,2013
58,Prisoners,9/20/2013,Warner Bros.,Thriller/Suspense,61002302,7503358,2013
59,After Earth,5/31/2013,Sony Pictures,Action,60522097,7444292,2013
60,Saving Mr. Banks,12/20/2013,Walt Disney,Drama,58958280,7251940,2013
61,Escape From Planet Earth,2/15/2013,Weinstein Co.,Adventure,57012977,7012666,2013
62,Django Unchained,12/25/2012,Weinstein Co.,Western,56525312,6952682,2013
63,Hansel & Gretel: Witch Hunters,1/25/2013,Paramount Pictures,Action,55703475,6851595,2013
64,Free Birds,11/1/2013,Relativity,Adventure,54894525,6752094,2013
65,Evil Dead,4/5/2013,Sony Pictures,Horror,54239856,6671569,2013
66,RED 2,7/19/2013,Lionsgate,Action,53262560,6551360,2013
67,Tyler Perry's Temptation,3/29/2013,Lionsgate,Drama,51975354,6393032,2013
68,The Call,3/15/2013,Sony Pictures,Thriller/Suspense,51872378,6380366,2013
69,A Madea Christmas,12/13/2013,Lionsgate,Comedy,50227277,6178016,2013
70,Pain & Gain,4/26/2013,Paramount Pictures,Action,49875291,6134722,2013
71,Gangster Squad,1/11/2013,Warner Bros.,Drama,46000903,5658167,2013
72,The Secret Life of Walter Mitty,12/25/2013,20th Century Fox,Adventure,45470954,5592983,2013
73,Jurassic Park,8/26/1994,Universal,Action,45385935,5582525,2013
74,Les Misérables,12/25/2012,Universal,Musical,45306730,5572783,2013
75,The Internship,6/7/2013,20th Century Fox,Comedy,44672764,5494804,2013
76,Instructions Not Included,8/30/2013,Lionsgate,Comedy,44467206,5469521,2013
77,Snitch,2/22/2013,Lionsgate,Thriller/Suspense,42930462,5280499,2013
78,Riddick,9/6/2013,Universal,Action,42025135,5169143,2013
79,A Haunted House,1/11/2013,Open Road,Comedy,40041683,4925176,2013
80,The Hobbit: An Unexpected Journey,12/14/2012,Warner Bros.,Adventure,39168675,4817795,2013
81,12 Years a Slave,10/18/2013,Fox Searchlight,Drama,38472086,4732113,2013
82,Lincoln,11/9/2012,Walt Disney,Drama,38118927,4688674,2013
83,The Family,9/13/2013,Relativity,Black Comedy,36917730,4540926,2013
84,Carrie,10/18/2013,Sony Pictures,Horror,35266619,4337837,2013
85,Life of Pi,11/21/2012,20th Century Fox,Drama,33947534,4175588,2013
86,R.I.P.D.,7/19/2013,Universal,Action,33618855,4135160,2013
87,Blue Jasmine,7/26/2013,Sony Pictures Cla…,Comedy,32744634,4027630,2013
88,47 Ronin,12/25/2013,Universal,Action,32687680,4020624,2013
89,Kevin Hart: Let Me Explain,7/3/2013,Lionsgate,Concert/Perfor…,32244051,3966057,2013
90,Side Effects,2/8/2013,Open Road,Thriller/Suspense,32172757,3957288,2013
91,Scary Movie 5,4/12/2013,Weinstein Co.,Comedy,32015787,3937981,2013
92,Walking with Dinosaurs,12/20/2013,20th Century Fox,Adventure,31344185,3855373,2013
93,The Mortal Instruments: City of Bones,8/21/2013,Sony Pictures,Adventure,31165421,3833385,2013
94,Delivery Man,11/22/2013,Walt Disney,Comedy,29866438,3673608,2013
95,One Direction: This is Us,8/30/2013,Sony Pictures,Concert/Perfor…,28873374,3551460,2013
96,Kick-Ass 2,8/16/2013,Universal,Action,28795985,3541941,2013
97,Rush,9/20/2013,Universal,Drama,26947624,3314590,2013
98,The Host,3/29/2013,Open Road,Thriller/Suspense,26623701,3274747,2013
99,The World's End,8/23/2013,Focus Features,Comedy,26004851,3198628,2013
100,Argo,10/12/2012,Warner Bros.,Thriller/Suspense,25918584,3188017,2013
1,Guardians of the Galaxy,8/1/2014,Walt Disney,Action,333055258,40765637,2014
2,The Hunger Games: Mockingjay - Part 1,11/21/2014,Lionsgate,Thriller/Suspense,323734502,39624786,2014
3,Captain America: The Winter Soldier,4/4/2014,Walt Disney,Action,259746958,31792773,2014
4,The Lego Movie,2/7/2014,Warner Bros.,Adventure,257784718,31552597,2014
5,Transformers: Age of Extinction,6/27/2014,Paramount Pictures,Action,245439076,30041502,2014
6,Maleficent,5/30/2014,Walt Disney,Adventure,241407328,29548020,2014
7,X-Men: Days of Future Past,5/23/2014,20th Century Fox,Action,233921534,28631766,2014
8,The Hobbit: The Battle of the Five Armies,12/17/2014,Warner Bros.,Adventure,220602017,27001470,2014
9,Big Hero 6,11/7/2014,Walt Disney,Adventure,211207036,25851534,2014
10,Dawn of the Planet of the Apes,7/11/2014,20th Century Fox,Adventure,208545589,25525775,2014
11,The Amazing Spider-Man 2,5/2/2014,Sony Pictures,Action,202853933,24829122,2014
12,Godzilla,5/16/2014,Warner Bros.,Action,200676069,24562554,2014
13,22 Jump Street,6/13/2014,Sony Pictures,Comedy,191719337,23466259,2014
14,Teenage Mutant Ninja Turtles,8/8/2014,Paramount Pictures,Adventure,191204754,23403274,2014
15,Interstellar,11/7/2014,Paramount Pictures,Adventure,182802094,22374797,2014
16,How to Train Your Dragon 2,6/13/2014,20th Century Fox,Adventure,177002924,21664984,2014
17,Gone Girl,10/3/2014,20th Century Fox,Thriller/Suspense,166197583,20342421,2014
18,Divergent,3/21/2014,Lionsgate,Adventure,150947895,18475874,2014
19,Neighbors,5/9/2014,Universal,Comedy,150086800,18370477,2014
20,Ride Along,1/17/2014,Universal,Comedy,134202565,16426262,2014
21,Rio 2,4/11/2014,20th Century Fox,Adventure,131538435,16100175,2014
22,Lucy,7/25/2014,Universal,Action,126573960,15492528,2014
23,The Fault in Our Stars,6/6/2014,20th Century Fox,Drama,124872350,15284253,2014
24,Lone Survivor,1/10/2014,Universal,Action,124768916,15271593,2014
25,Mr. Peabody & Sherman,3/7/2014,20th Century Fox,Adventure,111506430,13648277,2014
26,300: Rise of an Empire,3/7/2014,Warner Bros.,Action,106580051,13045293,2014
27,Frozen,11/27/2013,Walt Disney,Musical,104046280,12735162,2014
28,The Maze Runner,9/19/2014,20th Century Fox,Thriller/Suspense,102104191,12497452,2014
29,The Equalizer,9/26/2014,Sony Pictures,Action,101364626,12406930,2014
30,Noah,3/28/2014,Paramount Pictures,Drama,101200044,12386786,2014
31,Edge of Tomorrow,6/6/2014,Warner Bros.,Action,100206256,12265147,2014
32,Non-Stop,2/28/2014,Universal,Action,91742160,11229150,2014
33,Heaven is for Real,4/16/2014,Sony Pictures,Drama,91386097,11185568,2014
34,Into the Woods,12/25/2014,Walt Disney,Musical,90871655,11122601,2014
35,Fury,10/17/2014,Sony Pictures,Drama,85244339,10433823,2014
36,Dumb and Dumber To,11/14/2014,Universal,Comedy,84863720,10387236,2014
37,Tammy,7/2/2014,Warner Bros.,Comedy,84525432,10345830,2014
38,Annabelle,10/3/2014,Warner Bros.,Horror,84273813,10315032,2014
